obj,rel,sbj,GT_1,GT_2,GT_3,GT_4,GT_5,GT_6,GT_7,GT_8,GT_9,GT_10,GT_11,GT_12,GT_13,GT_14,GT_15,GT_16,GT_17,GT_18,GT_19,GT_20,GT_21,GT_22,GT_23,GT_24,GT_25,GT_26,GT_27,GT_28,GT_29,GT_30,GT_31,GT_32,GT_33,GT_34,GT_35,GT_36,GT_37,GT_38,GT_39,GT_40,GT_41,GT_42,GT_43,GT_44,GT_45,GT_46,GT_47,GT_48,GT_49,GT_50,GT_51,GT_52,GT_53,GT_54,GT_55,GT_56,GT_57,GT_58,GT_59,GT_60,GT_61,GT_62,GT_63,GT_64,GT_65,GT_66,GT_67,GT_68,GT_69,GT_70,GT_71,GT_72,GT_73,GT_74,GT_75,GT_76,GT_77,GT_78,GT_79,GT_80,GT_81,GT_82,GT_83,GT_84,GT_85,GT_86,GT_87,GT_88,GT_89,GT_90,GT_91,GT_92,GT_93,GT_94,GT_95,GT_96,GT_97,GT_98,GT_99,GT_100,GT_101,GT_102,GT_103,GT_104,GT_105,GT_106,GT_107,GT_108,GT_109,GT_110,GT_111,GT_112,GT_113,GT_114,GT_115,GT_116,GT_117,GT_118,GT_119,GT_120,GT_121,GT_122,GT_123,GT_124,GT_125,GT_126,GT_127,GT_128,GT_129,GT_130,GT_131,GT_132,GT_133,GT_134,GT_135,GT_136,GT_137,GT_138,GT_139,GT_140,GT_141,GT_142,GT_143,GT_144,GT_145,GT_146,GT_147,GT_148,GT_149,GT_150,GT_151,GT_152,GT_153,GT_154,GT_155,GT_156,GT_157,GT_158,GT_159,GT_160,GT_161,GT_162,GT_163,GT_164,GT_165,GT_166,GT_167,GT_168,GT_169,GT_170,GT_171,GT_172,GT_173,GT_174,GT_175,GT_176,GT_177,GT_178,GT_179,GT_180,GT_181,GT_182,GT_183,GT_184,GT_185,GT_186,GT_187,GT_188,GT_189,GT_190,GT_191,GT_192,GT_193,GT_194,GT_195,GT_196,GT_197,GT_198,GT_199,GT_200,GT_201,GT_202,GT_203,GT_204,GT_205,GT_206,GT_207,GT_208,GT_209,GT_210,GT_211,GT_212,GT_213,GT_214,GT_215,GT_216,GT_217,GT_218,GT_219,GT_220,GT_221,GT_222,GT_223,GT_224,GT_225,GT_226,GT_227,GT_228,GT_229,GT_230,GT_231,GT_232,GT_233,GT_234,GT_235,GT_236,GT_237,GT_238,GT_239,GT_240,GT_241,GT_242,GT_243,GT_244,GT_245,GT_246,GT_247,GT_248,GT_249,GT_250,GT_251,GT_252,GT_253,GT_254,GT_255,GT_256,GT_257,GT_258,GT_259,GT_260,GT_261,GT_262,GT_263,GT_264,GT_265,GT_266,GT_267,GT_268,GT_269,GT_270,GT_271,GT_272,GT_273,GT_274,GT_275,GT_276,GT_277,GT_278,GT_279,GT_280,GT_281,GT_282,GT_283,GT_284,GT_285,GT_286,GT_287,GT_288,GT_289,GT_290,GT_291,GT_292,GT_293,GT_294
1,0,663,15.0,0.0,663.0,32.0,0.0,663.0,35.0,0.0,663.0,52.0,0.0,663.0,66.0,0.0,663.0,67.0,0.0,663.0,68.0,0.0,663.0,94.0,0.0,663.0,432.0,0.0,663.0,560.0,0.0,663.0,109.0,0.0,672.0,107.0,0.0,673.0,110.0,0.0,673.0,130.0,0.0,673.0,297.0,0.0,690.0,307.0,0.0,690.0,468.0,0.0,690.0,314.0,0.0,692.0,468.0,0.0,692.0,483.0,0.0,705.0,262.0,0.0,760.0,263.0,0.0,760.0,663.0,2.0,672.0,663.0,2.0,673.0,663.0,2.0,690.0,663.0,2.0,692.0,663.0,2.0,705.0,663.0,2.0,760.0,1.0,3.0,15.0,1.0,3.0,32.0,1.0,3.0,35.0,1.0,3.0,52.0,1.0,3.0,66.0,1.0,3.0,67.0,1.0,3.0,68.0,1.0,3.0,94.0,1.0,3.0,107.0,1.0,3.0,109.0,1.0,3.0,110.0,1.0,3.0,130.0,1.0,3.0,262.0,1.0,3.0,263.0,1.0,3.0,297.0,1.0,3.0,307.0,1.0,3.0,314.0,1.0,3.0,432.0,1.0,3.0,468.0,1.0,3.0,483.0,1.0,3.0,560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,663,32.0,0.0,663.0,35.0,0.0,663.0,52.0,0.0,663.0,64.0,0.0,663.0,66.0,0.0,663.0,67.0,0.0,663.0,68.0,0.0,663.0,94.0,0.0,663.0,432.0,0.0,663.0,560.0,0.0,663.0,1.0,0.0,663.0,349.0,0.0,665.0,109.0,0.0,672.0,107.0,0.0,673.0,110.0,0.0,673.0,130.0,0.0,673.0,297.0,0.0,690.0,307.0,0.0,690.0,468.0,0.0,690.0,314.0,0.0,692.0,468.0,0.0,692.0,483.0,0.0,705.0,262.0,0.0,760.0,263.0,0.0,760.0,663.0,2.0,665.0,663.0,2.0,672.0,663.0,2.0,673.0,663.0,2.0,690.0,663.0,2.0,692.0,663.0,2.0,705.0,663.0,2.0,760.0,15.0,3.0,32.0,15.0,3.0,35.0,15.0,3.0,52.0,15.0,3.0,64.0,15.0,3.0,66.0,15.0,3.0,67.0,15.0,3.0,68.0,15.0,3.0,94.0,15.0,3.0,107.0,15.0,3.0,109.0,15.0,3.0,110.0,15.0,3.0,130.0,15.0,3.0,262.0,15.0,3.0,263.0,15.0,3.0,297.0,15.0,3.0,307.0,15.0,3.0,314.0,15.0,3.0,349.0,15.0,3.0,432.0,15.0,3.0,468.0,15.0,3.0,483.0,15.0,3.0,560.0,15.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,663,22.0,0.0,663.0,49.0,0.0,663.0,78.0,0.0,663.0,79.0,0.0,663.0,441.0,0.0,663.0,3.0,0.0,663.0,455.0,0.0,690.0,460.0,0.0,690.0,455.0,0.0,692.0,460.0,0.0,692.0,533.0,0.0,781.0,663.0,2.0,690.0,663.0,2.0,692.0,663.0,2.0,781.0,16.0,3.0,22.0,16.0,3.0,49.0,16.0,3.0,78.0,16.0,3.0,79.0,16.0,3.0,441.0,16.0,3.0,455.0,16.0,3.0,460.0,16.0,3.0,533.0,16.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,663,36.0,0.0,663.0,53.0,0.0,663.0,88.0,0.0,663.0,131.0,0.0,672.0,131.0,0.0,673.0,320.0,0.0,690.0,464.0,0.0,690.0,475.0,0.0,690.0,464.0,0.0,692.0,475.0,0.0,692.0,266.0,0.0,694.0,663.0,2.0,672.0,663.0,2.0,673.0,663.0,2.0,690.0,663.0,2.0,692.0,663.0,2.0,694.0,17.0,3.0,36.0,17.0,3.0,53.0,17.0,3.0,88.0,17.0,3.0,131.0,17.0,3.0,266.0,17.0,3.0,320.0,17.0,3.0,464.0,17.0,3.0,475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,663,60.0,0.0,663.0,74.0,0.0,663.0,414.0,0.0,663.0,426.0,0.0,663.0,436.0,0.0,663.0,414.0,0.0,665.0,108.0,0.0,673.0,115.0,0.0,673.0,598.0,0.0,673.0,278.0,0.0,690.0,288.0,0.0,690.0,448.0,0.0,690.0,453.0,0.0,690.0,461.0,0.0,690.0,462.0,0.0,690.0,466.0,0.0,690.0,467.0,0.0,690.0,248.0,0.0,692.0,453.0,0.0,692.0,461.0,0.0,692.0,462.0,0.0,692.0,466.0,0.0,692.0,467.0,0.0,692.0,454.0,0.0,705.0,357.0,0.0,798.0,663.0,2.0,665.0,663.0,2.0,673.0,663.0,2.0,690.0,663.0,2.0,692.0,663.0,2.0,705.0,663.0,2.0,798.0,18.0,3.0,60.0,18.0,3.0,74.0,18.0,3.0,108.0,18.0,3.0,115.0,18.0,3.0,248.0,18.0,3.0,278.0,18.0,3.0,288.0,18.0,3.0,357.0,18.0,3.0,414.0,18.0,3.0,426.0,18.0,3.0,436.0,18.0,3.0,448.0,18.0,3.0,453.0,18.0,3.0,454.0,18.0,3.0,461.0,18.0,3.0,462.0,18.0,3.0,466.0,18.0,3.0,467.0,18.0,3.0,598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0,663,55.0,0.0,663.0,415.0,0.0,663.0,418.0,0.0,663.0,415.0,0.0,665.0,418.0,0.0,815.0,663.0,2.0,665.0,663.0,2.0,815.0,19.0,3.0,55.0,19.0,3.0,415.0,19.0,3.0,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,663,25.0,0.0,663.0,26.0,0.0,663.0,28.0,0.0,663.0,40.0,0.0,663.0,41.0,0.0,663.0,58.0,0.0,663.0,431.0,0.0,663.0,9.0,0.0,663.0,580.0,0.0,665.0,600.0,0.0,669.0,116.0,0.0,672.0,133.0,0.0,672.0,596.0,0.0,672.0,113.0,0.0,673.0,116.0,0.0,673.0,133.0,0.0,673.0,596.0,0.0,673.0,293.0,0.0,690.0,301.0,0.0,690.0,308.0,0.0,690.0,447.0,0.0,690.0,470.0,0.0,690.0,447.0,0.0,692.0,470.0,0.0,692.0,270.0,0.0,694.0,273.0,0.0,694.0,447.0,0.0,694.0,663.0,2.0,665.0,663.0,2.0,669.0,663.0,2.0,672.0,663.0,2.0,673.0,663.0,2.0,690.0,663.0,2.0,692.0,663.0,2.0,694.0,20.0,3.0,25.0,20.0,3.0,26.0,20.0,3.0,28.0,20.0,3.0,40.0,20.0,3.0,41.0,20.0,3.0,58.0,20.0,3.0,113.0,20.0,3.0,116.0,20.0,3.0,133.0,20.0,3.0,270.0,20.0,3.0,273.0,20.0,3.0,293.0,20.0,3.0,301.0,20.0,3.0,308.0,20.0,3.0,431.0,20.0,3.0,447.0,20.0,3.0,470.0,20.0,3.0,580.0,20.0,3.0,596.0,20.0,3.0,600.0,20.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,663,22.0,0.0,663.0,42.0,0.0,663.0,49.0,0.0,663.0,59.0,0.0,663.0,77.0,0.0,663.0,78.0,0.0,663.0,422.0,0.0,663.0,429.0,0.0,663.0,435.0,0.0,663.0,3.0,0.0,663.0,455.0,0.0,690.0,250.0,0.0,692.0,455.0,0.0,692.0,533.0,0.0,781.0,663.0,2.0,690.0,663.0,2.0,692.0,663.0,2.0,781.0,21.0,3.0,22.0,21.0,3.0,42.0,21.0,3.0,49.0,21.0,3.0,59.0,21.0,3.0,77.0,21.0,3.0,78.0,21.0,3.0,250.0,21.0,3.0,422.0,21.0,3.0,429.0,21.0,3.0,435.0,21.0,3.0,455.0,21.0,3.0,533.0,21.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,663,42.0,0.0,663.0,49.0,0.0,663.0,59.0,0.0,663.0,77.0,0.0,663.0,78.0,0.0,663.0,79.0,0.0,663.0,422.0,0.0,663.0,429.0,0.0,663.0,435.0,0.0,663.0,441.0,0.0,663.0,3.0,0.0,663.0,16.0,0.0,663.0,21.0,0.0,663.0,455.0,0.0,690.0,460.0,0.0,690.0,455.0,0.0,692.0,460.0,0.0,692.0,533.0,0.0,781.0,663.0,2.0,690.0,663.0,2.0,692.0,663.0,2.0,781.0,22.0,3.0,42.0,22.0,3.0,49.0,22.0,3.0,59.0,22.0,3.0,77.0,22.0,3.0,78.0,22.0,3.0,79.0,22.0,3.0,422.0,22.0,3.0,429.0,22.0,3.0,435.0,22.0,3.0,441.0,22.0,3.0,455.0,22.0,3.0,460.0,22.0,3.0,533.0,22.0,3.0,3.0,22.0,3.0,16.0,22.0,3.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,663,35.0,0.0,663.0,66.0,0.0,663.0,67.0,0.0,663.0,24.0,3.0,35.0,24.0,3.0,66.0,24.0,3.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0,663,26.0,0.0,663.0,28.0,0.0,663.0,31.0,0.0,663.0,40.0,0.0,663.0,41.0,0.0,663.0,58.0,0.0,663.0,9.0,0.0,663.0,20.0,0.0,663.0,580.0,0.0,665.0,31.0,0.0,669.0,600.0,0.0,669.0,116.0,0.0,672.0,133.0,0.0,672.0,596.0,0.0,672.0,113.0,0.0,673.0,116.0,0.0,673.0,133.0,0.0,673.0,596.0,0.0,673.0,293.0,0.0,690.0,301.0,0.0,690.0,308.0,0.0,690.0,470.0,0.0,690.0,470.0,0.0,692.0,270.0,0.0,694.0,273.0,0.0,694.0,663.0,2.0,665.0,663.0,2.0,669.0,663.0,2.0,672.0,663.0,2.0,673.0,663.0,2.0,690.0,663.0,2.0,692.0,663.0,2.0,694.0,25.0,3.0,26.0,25.0,3.0,28.0,25.0,3.0,31.0,25.0,3.0,40.0,25.0,3.0,41.0,25.0,3.0,58.0,25.0,3.0,113.0,25.0,3.0,116.0,25.0,3.0,133.0,25.0,3.0,270.0,25.0,3.0,273.0,25.0,3.0,293.0,25.0,3.0,301.0,25.0,3.0,308.0,25.0,3.0,470.0,25.0,3.0,580.0,25.0,3.0,596.0,25.0,3.0,600.0,25.0,3.0,9.0,25.0,3.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0,663,28.0,0.0,663.0,31.0,0.0,663.0,40.0,0.0,663.0,41.0,0.0,663.0,44.0,0.0,663.0,58.0,0.0,663.0,9.0,0.0,663.0,20.0,0.0,663.0,25.0,0.0,663.0,580.0,0.0,665.0,31.0,0.0,669.0,600.0,0.0,669.0,116.0,0.0,672.0,133.0,0.0,672.0,596.0,0.0,672.0,113.0,0.0,673.0,116.0,0.0,673.0,133.0,0.0,673.0,596.0,0.0,673.0,293.0,0.0,690.0,301.0,0.0,690.0,308.0,0.0,690.0,470.0,0.0,690.0,470.0,0.0,692.0,270.0,0.0,694.0,273.0,0.0,694.0,663.0,2.0,665.0,663.0,2.0,669.0,663.0,2.0,672.0,663.0,2.0,673.0,663.0,2.0,690.0,663.0,2.0,692.0,663.0,2.0,694.0,26.0,3.0,28.0,26.0,3.0,31.0,26.0,3.0,40.0,26.0,3.0,41.0,26.0,3.0,44.0,26.0,3.0,58.0,26.0,3.0,113.0,26.0,3.0,116.0,26.0,3.0,133.0,26.0,3.0,270.0,26.0,3.0,273.0,26.0,3.0,293.0,26.0,3.0,301.0,26.0,3.0,308.0,26.0,3.0,470.0,26.0,3.0,580.0,26.0,3.0,596.0,26.0,3.0,600.0,26.0,3.0,9.0,26.0,3.0,20.0,26.0,3.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0,663,70.0,0.0,663.0,417.0,0.0,663.0,544.0,0.0,663.0,417.0,0.0,665.0,114.0,0.0,673.0,281.0,0.0,690.0,471.0,0.0,690.0,471.0,0.0,692.0,417.0,0.0,727.0,341.0,0.0,794.0,417.0,0.0,815.0,663.0,2.0,665.0,663.0,2.0,673.0,663.0,2.0,690.0,663.0,2.0,692.0,663.0,2.0,727.0,663.0,2.0,794.0,663.0,2.0,815.0,27.0,3.0,70.0,27.0,3.0,114.0,27.0,3.0,281.0,27.0,3.0,341.0,27.0,3.0,417.0,27.0,3.0,471.0,27.0,3.0,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,663,40.0,0.0,663.0,41.0,0.0,663.0,58.0,0.0,663.0,431.0,0.0,663.0,9.0,0.0,663.0,20.0,0.0,663.0,25.0,0.0,663.0,26.0,0.0,663.0,580.0,0.0,665.0,600.0,0.0,669.0,116.0,0.0,672.0,133.0,0.0,672.0,596.0,0.0,672.0,113.0,0.0,673.0,116.0,0.0,673.0,133.0,0.0,673.0,596.0,0.0,673.0,293.0,0.0,690.0,301.0,0.0,690.0,308.0,0.0,690.0,447.0,0.0,690.0,452.0,0.0,690.0,470.0,0.0,690.0,447.0,0.0,692.0,452.0,0.0,692.0,470.0,0.0,692.0,270.0,0.0,694.0,273.0,0.0,694.0,447.0,0.0,694.0,452.0,0.0,705.0,452.0,0.0,710.0,663.0,2.0,665.0,663.0,2.0,669.0,663.0,2.0,672.0,663.0,2.0,673.0,663.0,2.0,690.0,663.0,2.0,692.0,663.0,2.0,694.0,663.0,2.0,705.0,663.0,2.0,710.0,28.0,3.0,40.0,28.0,3.0,41.0,28.0,3.0,58.0,28.0,3.0,113.0,28.0,3.0,116.0,28.0,3.0,133.0,28.0,3.0,270.0,28.0,3.0,273.0,28.0,3.0,293.0,28.0,3.0,301.0,28.0,3.0,308.0,28.0,3.0,431.0,28.0,3.0,447.0,28.0,3.0,452.0,28.0,3.0,470.0,28.0,3.0,580.0,28.0,3.0,596.0,28.0,3.0,600.0,28.0,3.0,9.0,28.0,3.0,20.0,28.0,3.0,25.0,28.0,3.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0,663,32.0,0.0,663.0,33.0,0.0,663.0,42.0,0.0,663.0,52.0,0.0,663.0,77.0,0.0,663.0,89.0,0.0,663.0,94.0,0.0,663.0,432.0,0.0,663.0,12.0,0.0,663.0,297.0,0.0,690.0,307.0,0.0,690.0,468.0,0.0,690.0,250.0,0.0,692.0,314.0,0.0,692.0,468.0,0.0,692.0,258.0,0.0,760.0,262.0,0.0,760.0,663.0,2.0,690.0,663.0,2.0,692.0,663.0,2.0,760.0,29.0,3.0,32.0,29.0,3.0,33.0,29.0,3.0,42.0,29.0,3.0,52.0,29.0,3.0,77.0,29.0,3.0,89.0,29.0,3.0,94.0,29.0,3.0,250.0,29.0,3.0,258.0,29.0,3.0,262.0,29.0,3.0,297.0,29.0,3.0,307.0,29.0,3.0,314.0,29.0,3.0,432.0,29.0,3.0,468.0,29.0,3.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0,663,51.0,0.0,663.0,54.0,0.0,663.0,57.0,0.0,663.0,69.0,0.0,663.0,80.0,0.0,663.0,84.0,0.0,663.0,4.0,0.0,663.0,459.0,0.0,690.0,244.0,0.0,692.0,459.0,0.0,692.0,295.0,0.0,694.0,459.0,0.0,694.0,656.0,0.0,705.0,663.0,2.0,690.0,663.0,2.0,692.0,663.0,2.0,694.0,663.0,2.0,705.0,30.0,3.0,51.0,30.0,3.0,54.0,30.0,3.0,57.0,30.0,3.0,69.0,30.0,3.0,80.0,30.0,3.0,84.0,30.0,3.0,244.0,30.0,3.0,295.0,30.0,3.0,459.0,30.0,3.0,656.0,30.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0,663,44.0,0.0,663.0,58.0,0.0,663.0,9.0,0.0,663.0,25.0,0.0,663.0,26.0,0.0,663.0,31.0,0.0,669.0,580.0,0.0,665.0,116.0,0.0,672.0,596.0,0.0,672.0,116.0,0.0,673.0,596.0,0.0,673.0,301.0,0.0,690.0,451.0,0.0,690.0,563.0,0.0,692.0,663.0,2.0,665.0,663.0,2.0,669.0,663.0,2.0,672.0,663.0,2.0,673.0,663.0,2.0,690.0,663.0,2.0,692.0,31.0,3.0,44.0,31.0,3.0,58.0,31.0,3.0,116.0,31.0,3.0,301.0,31.0,3.0,451.0,31.0,3.0,563.0,31.0,3.0,580.0,31.0,3.0,596.0,31.0,3.0,9.0,31.0,3.0,25.0,31.0,3.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0,663,33.0,0.0,663.0,35.0,0.0,663.0,52.0,0.0,663.0,66.0,0.0,663.0,67.0,0.0,663.0,68.0,0.0,663.0,89.0,0.0,663.0,94.0,0.0,663.0,432.0,0.0,663.0,560.0,0.0,663.0,1.0,0.0,663.0,12.0,0.0,663.0,15.0,0.0,663.0,29.0,0.0,663.0,297.0,0.0,690.0,307.0,0.0,690.0,468.0,0.0,690.0,250.0,0.0,692.0,314.0,0.0,692.0,468.0,0.0,692.0,258.0,0.0,760.0,262.0,0.0,760.0,663.0,2.0,690.0,663.0,2.0,692.0,663.0,2.0,760.0,32.0,3.0,33.0,32.0,3.0,35.0,32.0,3.0,52.0,32.0,3.0,66.0,32.0,3.0,67.0,32.0,3.0,68.0,32.0,3.0,89.0,32.0,3.0,94.0,32.0,3.0,250.0,32.0,3.0,258.0,32.0,3.0,262.0,32.0,3.0,297.0,32.0,3.0,307.0,32.0,3.0,314.0,32.0,3.0,432.0,32.0,3.0,468.0,32.0,3.0,560.0,32.0,3.0,1.0,32.0,3.0,12.0,32.0,3.0,15.0,32.0,3.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0,663,42.0,0.0,663.0,52.0,0.0,663.0,59.0,0.0,663.0,77.0,0.0,663.0,89.0,0.0,663.0,429.0,0.0,663.0,432.0,0.0,663.0,29.0,0.0,663.0,32.0,0.0,663.0,297.0,0.0,690.0,468.0,0.0,690.0,250.0,0.0,692.0,314.0,0.0,692.0,468.0,0.0,692.0,258.0,0.0,760.0,663.0,2.0,690.0,663.0,2.0,692.0,663.0,2.0,760.0,33.0,3.0,42.0,33.0,3.0,52.0,33.0,3.0,59.0,33.0,3.0,77.0,33.0,3.0,89.0,33.0,3.0,250.0,33.0,3.0,258.0,33.0,3.0,297.0,33.0,3.0,314.0,33.0,3.0,429.0,33.0,3.0,432.0,33.0,3.0,468.0,33.0,3.0,29.0,33.0,3.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
